farmName,stakingAddress,rewardToken,stakingToken,externalRewardToken1,externalRewardToken2,rewardTokens,token0Address,token1Address,token0Name,token1Name,tvlUSD,rewardsUSDPerYear
CELO-mcUSD,0x161c77b4919271B7ED59AdB2151FdaDe3F907a1F,0x471EcE3750Da237f93B8E339c536989b8978a438,0xb460F9Ae1fEa4f77107146C1960bb1C978118816,0x00Be915B9dCf56a3CBE739D9B9c202ca692409EC,,2,0x471EcE3750Da237f93B8E339c536989b8978a438,0x918146359264C492BD6934071c6Bd31C854EDBc3,Celo native asset,Moola interest bearing CUSD,"4,28436026906395E+024","4,80134646837415E+023"
